899,nan
900,255
901,255
902,255
903,nan
904,255
905,255
906,nan
907,nan
908,255
909,255
910,nan
911,nan
912,255
913,nan
914,nan
915,255
916,nan
917,255
918,255
919,255
920,nan
921,nan
922,nan
923,255
924,nan
925,255
926,255
927,255
928,nan
929,nan
930,nan
931,nan
932,255
933,255
934,nan
935,nan
936,255
937,nan
938,255
939,255
940,255
941,255
942,255
943,255
944,255
945,255
946,255
947,255
948,255
949,nan
950,nan
951,255
952,255
953,nan
954,nan
955,255
956,nan
957,nan
958,nan
959,16
960,255
961,nan
962,255
963,nan
964,nan
965,255
966,255
967,nan
968,255
969,255
970,nan
971,255
972,nan
973,255
974,nan
975,255
976,nan
977,255
978,255
979,255
980,nan
981,nan
982,255
983,255
984,255
985,255
986,255
987,255
988,255
989,255
990,255
991,255
992,255
993,255
994,255
995,255
996,255
997,255
998,nan
999,255
1000,255
1001,255
1002,255
1003,255
1004,255
1005,255
1006,255
1007,nan
1008,nan
1009,255
1010,nan
1011,255
1012,nan
1013,255
1014,255
1015,255
1016,255
1017,255
1018,255
1019,255
1020,255
1021,nan
1022,nan
1023,nan
1024,nan
1025,255
1026,255
1027,255
1028,nan
1029,255
1030,255
1031,255
1032,nan
1033,255
1034,255
1035,255
1036,255
1037,255
1038,nan
1039,255
1040,nan
1041,nan
1042,nan
1043,nan
1044,255
1045,nan
1046,nan
1047,255
1048,nan
1049,255
1050,nan
1051,255
1052,255
1053,255
1054,255
1055,255
1056,nan
1057,255
1058,nan
1059,255
1060,255
1061,255
1062,255
1063,255
1064,255
1065,255
1066,255
1067,nan
1068,nan
1069,nan
1070,nan
1071,nan
1072,nan
1073,nan
1074,255
1075,255
1076,nan
1077,255
1078,255
1079,nan
1080,255
1081,nan
1082,255
1083,nan
1084,255
1085,nan
1086,255
1087,255
1088,255
1089,nan
1090,nan
1091,255
1092,nan
1093,nan
1094,nan
1095,nan
1096,nan
1097,nan
1098,nan
1099,nan
1100,nan
1101,nan
1102,nan
1103,nan
1104,nan
1105,nan
1106,nan
1107,255
1108,nan
1109,255
1110,nan
1111,nan
1112,255
1113,255
1114,255
1115,255
1116,nan
1117,nan
1118,nan
1119,nan
1120,255
1121,255
1122,nan
1123,255
1124,255
1125,255
1126,255
1127,255
1128,255
1129,255
1130,255
1131,255
1132,255
1133,255
1134,nan
1135,255
1136,255
1137,nan
1138,255
1139,255
1140,nan
1141,255
1142,255
1143,255
1144,255
1145,255
1146,255
1147,255
1148,255
1149,255
1150,255
1151,nan
1152,255
1153,nan
1154,255
1155,5
1156,255
1157,139
1158,255
1159,1
1160,255
1161,13
1162,255
1163,255
1164,255
1165,nan
1166,nan
1167,nan
1168,255
1169,255
1170,255
1171,255
1172,255
1173,255
1174,255
1175,255
1176,255
1177,255
1178,nan
1179,255
1180,255
1181,255
1182,255
1183,255
1184,255
1185,255
1186,255
1187,255
1188,nan
1189,nan
1190,nan
1191,255
1192,4
1193,nan
1194,nan
1195,255
1196,nan
1197,255
1198,nan
1199,19
1200,nan
1201,255
1202,nan
1203,nan
1204,nan
1205,255
1206,nan
1207,nan
1208,255
1209,255
1210,255
1211,255
1212,255
1213,255
1214,nan
1215,255
1216,255
1217,nan
1218,255
1219,nan
1220,nan
1221,255
1222,nan
1223,255
1224,255
1225,nan
1226,255
1227,nan
1228,255
1229,nan
1230,255
1231,255
1232,nan
1233,nan
1234,255
1235,255
1236,255
1237,255
1238,255
1239,255
1240,255
1241,255
1242,nan
1243,nan
1244,nan
1245,nan
1246,nan
1247,255
1248,252
1249,255
1250,255
1251,nan
1252,255
1253,255
1254,nan
1255,255
1256,nan
1257,nan
1258,255
1259,255
1260,255
1261,255
1262,255
1263,255
1264,255
1265,255
1266,255
1267,255
1268,nan
1269,255
1270,255
1271,255
1272,255
1273,255
1274,nan
1275,255
1276,nan
1277,255
1278,nan
1279,nan
1280,255
1281,255
1282,nan
1283,nan
1284,nan
1285,nan
1286,255
1287,255
1288,255
1289,255
1290,255
1291,255
1292,255
1293,nan
1294,255
1295,255
1296,nan
1297,255
1298,255
1299,nan
1300,255
1301,255
1302,nan
1303,255
1304,255
1305,255
1306,255
1307,255
1308,255
1309,255
1310,255
1311,255
1312,255
1313,255
1314,255
1315,255
1316,255
1317,255
1318,255
1319,255
1320,255
1321,255
1322,255
1323,nan
1324,nan
1325,nan
1326,nan
1327,255
1328,255
1329,255
1330,255
1331,255
1332,255
1333,255
1334,255
1335,nan
1336,nan
1337,nan
1338,nan
1339,nan
1340,nan
1341,nan
1342,nan
1343,nan
1344,255
1345,255
1346,255
1347,255
1348,255
1349,255
1350,255
1351,255
1352,nan
1353,nan
1354,nan
1355,nan
1356,nan
1357,255
1358,255
1359,255
1360,255
1361,nan
1362,nan
1363,255
1364,nan
1365,255
1366,nan
1367,255
1368,255
1369,nan
1370,255
1371,nan
1372,255
1373,nan
1374,255
1375,255
1376,nan
1377,nan
1378,255
1379,nan
1380,255
1381,nan
1382,255
1383,nan
1384,255
1385,255
1386,255
1387,255
1388,255
1389,255
1390,255
1391,nan
1392,nan
1393,nan
1394,nan
1395,nan
1396,255
1397,255
1398,255
1399,255
1400,255
1401,255
1402,nan
1403,255
1404,nan
1405,255
1406,255
1407,nan
1408,255
1409,nan
1410,252
1411,nan
1412,255
1413,255
1414,255
1415,255
1416,255
1417,nan
1418,nan
1419,nan
1420,255
1421,255
1422,nan
1423,nan
1424,255
1425,255
1426,nan
1427,255
1428,255
1429,255
1430,255
1431,255
1432,nan
1433,nan
1434,255
1435,nan
1436,255
1437,255
1438,255
1439,255
1440,nan
1441,255
1442,255
1443,255
1444,nan
1445,255
1446,nan
1447,255
1448,nan
1449,255
1450,nan
1451,255
1452,nan
1453,nan
1454,nan
1455,nan
1456,nan
1457,nan
1458,nan
1459,nan
1460,255
1461,255
1462,255
1463,255
1464,255
1465,nan
1466,nan
1467,nan
1468,255
1469,255
1470,255
1471,255
1472,nan
1473,255
1474,255
1475,255
1476,nan
1477,nan
1478,nan
1479,255
1480,255
1481,nan
1482,255
1483,nan
1484,255
1485,nan
1486,255
1487,nan
1488,255
1489,65
1490,98
1491,5
1492,nan
1493,42
1494,255
1495,255
1496,110
1497,255
1498,121
1499,255
1500,nan
1501,43
1502,nan
1503,3
1504,nan
1505,74
1506,255
1507,255
1508,255
1509,255
1510,255
1511,255
1512,255
1513,255
1514,86
1515,nan
1516,4
1517,126
1518,nan
1519,255
1520,255
1521,255
1522,255
1523,255
1524,255
1525,255
1526,255
1527,255
1528,255
1529,255
1530,255
1531,255
1532,255
1533,255
1534,255
1535,nan
1536,255
1537,nan
1538,255
1539,255
1540,255
1541,255
1542,nan
1543,255
1544,255
1545,255
1546,26
1547,255
1548,255
1549,255
1550,nan
1551,nan
1552,nan
1553,255
1554,255
1555,255
1556,nan
1557,nan
1558,255
1559,nan
1560,255
1561,255
1562,255
1563,nan
1564,nan
1565,162
1566,nan
1567,255
1568,255
1569,nan
1570,255
1571,nan
1572,nan
1573,nan
1574,nan
1575,255
1576,111
1577,255
1578,255
1579,255
1580,255
1581,255
1582,255
1583,255
1584,nan
1585,255
1586,nan
1587,nan
1588,nan
1589,255
1590,255
1591,255
1592,255
1593,255
1594,255
1595,255
1596,255
1597,255
1598,255
1599,255
1600,nan
1601,255
1602,nan
1603,255
1604,nan
1605,nan
1606,nan
1607,nan
1608,255
1609,255
1610,nan
1611,nan
1612,255
1613,nan
1614,255
1615,nan
1616,255
1617,nan
1618,255
1619,3
1620,nan
1621,10
1622,255
1623,nan
1624,nan
1625,255
1626,nan
1627,nan
1628,nan
1629,nan
1630,nan
1631,nan
1632,255
1633,nan
1634,255
1635,214
1636,224
1637,nan
1638,255
1639,nan
1640,255
1641,nan
1642,nan
1643,nan
1644,nan
1645,nan
1646,nan
1647,nan
1648,nan
1649,nan
1650,255
1651,198
1652,nan
1653,nan
1654,nan
1655,255
1656,nan
1657,nan
1658,nan
1659,nan
1660,243
1661,255
1662,nan
1663,nan
1664,nan
1665,255
1666,nan
1667,nan
1668,255
1669,nan
1670,nan
1671,nan
1672,nan
1673,nan
1674,227
1675,nan
1676,nan
1677,nan
1678,215
1679,204
1680,210
1681,101
1682,221
1683,234
1684,nan
1685,nan
1686,255
1687,nan
1688,nan
1689,207
1690,255
1691,nan
1692,255
1693,nan
1694,nan
1695,142
1696,nan
1697,nan
1698,nan
1699,nan
1700,nan
1701,203
1702,nan
1703,nan
1704,nan
1705,168
1706,255
1707,nan
1708,6
1709,173
1710,221
1711,32
1712,213
1713,181
1714,nan
1715,225
1716,220
1717,nan
1718,nan
1719,150
1720,nan
1721,nan
1722,185
1723,nan
1724,nan
1725,nan
1726,122
1727,184
1728,nan
1729,132
1730,nan
1731,118
1732,116
1733,139
1734,123
1735,nan
1736,nan
1737,73
1738,118
1739,nan
1740,255
1741,nan
1742,nan
1743,nan
1744,137
1745,159
1746,135
1747,129
1748,165
1749,84
1750,nan
1751,nan
1752,71
1753,140
1754,138
1755,nan
1756,148
1757,nan
1758,167
1759,nan
1760,nan
1761,132
1762,255
1763,166
1764,nan
1765,nan
1766,36
1767,110
1768,nan
1769,132
1770,158
1771,114
1772,255
1773,nan
1774,nan
1775,255
1776,nan
1777,221
1778,nan
1779,nan
1780,255
1781,137
1782,255
1783,175
1784,136
1785,nan
1786,112
1787,nan
1788,nan
1789,106
1790,104
1791,114
1792,106
1793,143
1794,nan
1795,148
1796,124
1797,100
1798,72
1799,135
1800,nan
1801,129
1802,126
1803,nan
1804,166
1805,nan
1806,nan
1807,nan
1808,109
1809,nan
1810,69
1811,nan
1812,109
1813,145
1814,115
1815,108
1816,105
1817,115
1818,nan
1819,nan
1820,nan
1821,nan
1822,nan
1823,3
1824,nan
1825,125
1826,104
1827,104
1828,158
1829,nan
1830,nan
1831,nan
1832,nan
1833,129
1834,nan
1835,nan
1836,nan
1837,165
1838,nan
1839,213
1840,114
1841,19
1842,nan
1843,134
1844,99
1845,121
1846,nan
1847,131
1848,45
1849,111
1850,22
1851,3
1852,115
1853,nan
1854,75
1855,135
1856,nan
1857,18
1858,nan
1859,116
1860,122
1861,40
1862,96
1863,nan
1864,21
1865,nan
1866,nan
1867,nan
1868,nan
1869,52
1870,214
1871,173
1872,152
1873,nan
1874,202
1875,215
1876,57
1877,132
1878,34
1879,nan
1880,nan
1881,137
1882,nan
1883,19
1884,116
1885,119
1886,2
1887,nan
1888,nan
1889,4
1890,nan
1891,29
1892,nan
1893,nan
1894,1
1895,nan
1896,15
1897,3
1898,nan
1899,8
1900,5
1901,nan
1902,nan
1903,nan
1904,53
1905,nan
1906,42
1907,nan
1908,nan
1909,nan
1910,nan
1911,47
1912,4
1913,nan
1914,nan
1915,nan
1916,nan
1917,10
1918,5
1919,50
1920,nan
1921,nan
1922,1
1923,35
1924,3
1925,25
1926,255
1927,255
1928,nan
1929,1
1930,nan
1931,37
1932,16
1933,2
1934,nan
1935,nan
1936,19
1937,nan
1938,51
1939,10
1940,11
1941,nan
1942,49
1943,nan
1944,nan
1945,nan
1946,nan
1947,44
1948,nan
1949,3
1950,1
1951,4
1952,52
1953,14
1954,nan
1955,nan
1956,5
1957,nan
1958,nan
1959,nan
1960,42
1961,1
1962,nan
1963,nan
1964,nan
1965,72
1966,nan
1967,1
1968,nan
1969,nan
1970,nan
1971,nan
1972,3
1973,2
1974,21
1975,19
1976,9
1977,nan
1978,2
1979,nan
1980,nan
1981,8
1982,nan
1983,52
1984,nan
1985,53
1986,22
1987,40
1988,15
1989,nan
1990,32
1991,255
1992,3
1993,nan
1994,nan
1995,nan
1996,75
1997,64
1998,255
1999,135
2000,255
2001,255
2002,255
2003,71
2004,255
2005,46
2006,255
2007,nan
2008,nan
2009,255
2010,nan
2011,3
2012,255
2013,51
2014,122
2015,28
2016,nan
2017,110
2018,nan
2019,nan
2020,111
2021,nan
2022,105
2023,255
2024,nan
2025,37
2026,102
2027,113
2028,4
2029,nan
2030,255
2031,nan
2032,nan
2033,255
2034,138
2035,22
2036,255
2037,nan
2038,19
2039,119
2040,117
2041,255
2042,nan
2043,10
2044,nan
2045,116
2046,nan
2047,48
2048,255
2049,102
2050,255
2051,nan
2052,123
2053,255
2054,nan
2055,28
2056,113
2057,4
2058,3
2059,255
2060,111
2061,nan
2062,nan
2063,nan
2064,110
2065,74
2066,102
2067,nan
2068,127
2069,nan
2070,104
2071,110
2072,108
2073,17
2074,20
2075,140
2076,nan
2077,19
2078,nan
2079,255
2080,5
2081,30
2082,76
2083,3
2084,74
2085,nan
2086,255
2087,255
2088,30
2089,nan
2090,4
2091,nan
2092,nan
2093,16
2094,69
2095,67
2096,134
2097,nan
2098,66
2099,nan
2100,1
2101,nan
2102,109
2103,nan
2104,9
2105,126
2106,nan
2107,255
2108,6
2109,nan
2110,nan
2111,119
2112,nan
2113,255
2114,255
2115,139
2116,108
2117,255
2118,115
2119,255
2120,nan
2121,255
2122,21
2123,nan
2124,133
2125,nan
2126,143
2127,255
2128,102
2129,39
2130,35
2131,nan
2132,68
2133,nan
2134,116
2135,41
2136,4
2137,nan
2138,11
2139,255
2140,255
2141,255
2142,nan
2143,15
2144,nan
2145,nan
2146,nan
2147,nan
2148,nan
2149,nan
2150,113
2151,nan
2152,255
2153,133
2154,119
2155,255
2156,45
2157,nan
2158,3
2159,nan
2160,3
2161,255
2162,255
2163,108
2164,3
2165,nan
2166,28
2167,121
2168,135
2169,123
2170,nan
2171,112
2172,nan
2173,75
2174,46
2175,87
2176,127
2177,nan
2178,114
2179,125
2180,118
2181,nan
2182,nan
2183,nan
2184,110
2185,nan
2186,nan
2187,255
2188,nan
2189,255
2190,1
2191,124
2192,30
2193,120
2194,58
2195,97
2196,34
2197,16
2198,nan
2199,nan
2200,38
2201,nan
2202,25
2203,nan
2204,nan
2205,19
2206,nan
2207,3
2208,102
2209,nan
2210,3
2211,24
2212,255
2213,31
2214,2
2215,29
2216,2
2217,nan
2218,nan
2219,nan
2220,nan
2221,nan
2222,120
2223,116
2224,106
2225,255
2226,122
2227,255
2228,255
2229,255
2230,255
2231,nan
2232,127
2233,32
2234,nan
2235,nan
2236,34
2237,94
2238,59
2239,255
2240,nan
2241,64
2242,124
2243,nan
2244,255
2245,nan
2246,12
2247,nan
2248,nan
2249,nan
2250,41
2251,9
2252,255
2253,255
2254,nan
2255,255
2256,255
2257,255
2258,nan
2259,46
2260,255
2261,255
2262,255
2263,255
2264,nan
2265,5
2266,nan
2267,nan
2268,10
2269,nan
2270,115
2271,3
2272,3
2273,nan
2274,nan
2275,nan
2276,255
2277,255
2278,nan
2279,nan
2280,3
2281,nan
2282,37
2283,nan
2284,89
2285,255
2286,29
2287,81
2288,132
2289,22
2290,nan
2291,nan
2292,255
2293,nan
2294,8
2295,255
2296,255
2297,nan
2298,nan
2299,nan
2300,98
2301,255
2302,107
2303,255
2304,nan
2305,nan
2306,nan
2307,18
2308,18
2309,255
2310,63
2311,nan
2312,255
2313,255
2314,nan
2315,255
2316,255
2317,115
2318,255
2319,nan
2320,255
2321,255
2322,255
2323,nan
2324,255
2325,nan
2326,255
2327,nan
2328,255
2329,255
2330,nan
2331,85
2332,255
2333,nan
2334,255
2335,3
2336,3
2337,255
2338,95
2339,255
2340,nan
2341,255
2342,255
2343,nan
2344,255
2345,255
2346,nan
2347,nan
2348,nan
2349,255
2350,nan
2351,nan
2352,135
2353,115
2354,255
2355,255
2356,255
2357,255
2358,nan
2359,255
2360,255
2361,255
2362,65
2363,255
2364,105
2365,255
2366,116
2367,255
2368,255
2369,nan
2370,213
2371,255
2372,255
2373,220
2374,3
2375,255
2376,84
2377,99
2378,255
2379,234
2380,255
2381,255
2382,nan
2383,255
2384,124
2385,255
2386,112
2387,255
2388,nan
2389,nan
2390,111
2391,99
2392,233
2393,45
2394,255
2395,nan
2396,nan
2397,255
2398,97
2399,255
2400,nan
2401,nan
2402,255
2403,nan
2404,nan
2405,nan
2406,224
2407,nan
2408,255
2409,225
2410,51
2411,255
2412,214
2413,nan
2414,nan
2415,255
2416,nan
2417,nan
2418,1
2419,255
2420,255
2421,47
2422,82
2423,nan
2424,nan
2425,255
2426,nan
2427,nan
2428,nan
2429,255
2430,nan
2431,nan
2432,234
2433,nan
2434,nan
2435,nan
2436,74
2437,nan
2438,6
2439,nan
2440,255
2441,222
2442,77
2443,nan
2444,nan
2445,18
2446,nan
2447,95
2448,209
2449,nan
2450,217
2451,20
2452,nan
2453,74
2454,nan
2455,1
2456,31
2457,nan
2458,79
2459,52
2460,234
2461,95
2462,223
2463,nan
2464,nan
2465,232
2466,30
2467,1
2468,255
2469,94
2470,nan
2471,39
2472,224
2473,3
2474,26
2475,nan
2476,nan
2477,255
2478,nan
2479,255
2480,nan
2481,255
2482,nan
2483,153
2484,255
2485,111
2486,130
2487,222
2488,nan
2489,234
2490,75
2491,81
2492,229
2493,nan
2494,nan
2495,25
2496,255
2497,255
2498,255
2499,6
2500,230
2501,nan
2502,nan
2503,3
2504,nan
2505,235
2506,nan
2507,nan
2508,nan
2509,204
2510,nan
2511,nan
2512,206
2513,nan
2514,196
2515,186
2516,214
2517,15
2518,76
2519,202
2520,227
2521,19
2522,192
2523,255
2524,221
2525,255
2526,nan
2527,200
2528,51
2529,219
2530,nan
2531,229
2532,nan
2533,39
2534,191
2535,197
2536,213
2537,35
2538,nan
2539,nan
2540,nan
2541,nan
2542,19
2543,227
2544,228
2545,219
2546,nan
2547,nan
2548,199
2549,255
2550,222
2551,55
2552,20
2553,223
2554,5
2555,nan
2556,17
2557,nan
2558,43
2559,74
2560,nan
2561,nan
2562,92
2563,nan
2564,88
2565,nan
2566,222
2567,nan
2568,16
2569,nan
2570,nan
2571,25
2572,nan
2573,72
2574,55
2575,9
2576,186
2577,234
2578,255
2579,nan
2580,nan
2581,223
2582,200
2583,nan
2584,223
2585,201
2586,214
2587,nan
2588,160
2589,4
2590,195
2591,nan
2592,145
2593,204
2594,nan
2595,23
2596,15
2597,35
2598,235
2599,71
2600,207
2601,nan
2602,7
2603,nan
2604,88
2605,235
2606,1
2607,233
2608,10
2609,233
2610,203
2611,nan
2612,nan
2613,106
2614,203
2615,99
2616,201
2617,nan
2618,224
2619,56
2620,33
2621,183
2622,nan
2623,225
2624,3
2625,182
2626,nan
2627,7
2628,nan
2629,255
2630,nan
2631,nan
2632,nan
2633,23
2634,nan
2635,222
2636,54
2637,61
2638,197
2639,nan
2640,73
2641,55
2642,55
2643,1
2644,43
2645,nan
2646,nan
2647,8
2648,nan
2649,207
2650,12
2651,nan
2652,nan
2653,nan
2654,nan
2655,225
2656,3
2657,nan
2658,3
2659,72
2660,nan
2661,26
2662,nan
2663,nan
2664,nan
2665,33
2666,nan
2667,nan
2668,nan
2669,59
2670,nan
2671,nan
2672,2
2673,6
2674,nan
2675,nan
2676,nan
2677,nan
2678,nan
2679,57
2680,nan
2681,nan
2682,nan
2683,24
2684,nan
2685,nan
2686,nan
2687,13
2688,219
2689,nan
2690,106
2691,22
2692,nan
2693,3
2694,123
2695,28
2696,nan
2697,92
2698,222
2699,nan
2700,200
2701,197
2702,183
2703,204
2704,88
2705,nan
2706,nan
2707,nan
2708,nan
2709,177
2710,67
2711,51
2712,2
2713,16
2714,nan
2715,nan
2716,nan
2717,nan
2718,nan
2719,nan
2720,236
2721,21
2722,nan
2723,nan
2724,91
